"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CVCY","Central Valley Community Bancorp","19.65","$266.87M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy",
"CENX","Century Aluminum Company","15.67","$1.37B","1996","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","84.2","$468.82M","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","9.21","$270.4M","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cnty",
"CVO","Cenveo Inc","0.95","$8.15M","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cvo",
"CRNT","Ceragon Networks Ltd.","2","$155.89M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","1.91","$49.76M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cerc",
"CERCW","Cerecor Inc.","0.0649","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cercw",
"CERN","Cerner Corporation","68.57","$22.79B","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","3.71","$423.26M","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","2.63","$28.57M","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","45.15","$992.17M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva",
"CSBR","Champions Oncology, Inc.","3.99","$43.83M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/csbr",
"CYOU","Changyou.com Limited","36.21","$1.9B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou",
"BURG","Chanticleer Holdings, Inc.","2.55","$7.72M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/burg",
"CTHR","Charles & Colvard Ltd.","1.38","$29.8M","1997","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","44.25","$1.36B","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","328.68","$81.71B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr",
"CHFN","Charter Financial Corp.","17.91","$270.73M","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn",
"CHKP","Check Point Software Technologies Ltd.","106.3","$17.64B","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","0.91","$15.46M","2015","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","0.42","n/a","2015","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chekw",
"CKPT","Checkpoint Therapeutics, Inc.","4.72","$120.4M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","7.05","$86.85M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","53.86","$3.83B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","5.67","$276.51M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","52.35","$248.16M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","2.15","$29.99M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"CHFS","CHF Solutions, Inc.","3.76","$6.76M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","1.85","$45.1M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/chma",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","10.48","$121.61M","2017","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/csse",
"PLCE","Children&#39;s Place, Inc. (The)","133.3","$2.32B","1997","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","4.39","$206.89M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","4.1","$9.79M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/cadc",
"CALI","China Auto Logistics Inc.","3.4","$16.46M","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/cali",
"CAAS","China Automotive Systems, Inc.","4.93","$156M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"CBPO","China Biologic Products Holdings, Inc.","74.41","$2.05B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","1.86","$5.93M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cccl",
"CCCR","China Commercial Credit, Inc.","3.31","$62.99M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/cccr",
"CCRC","China Customer Relations Centers, Inc.","17.2","$315.27M","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","2.18","$51.49M","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.23","$55.41M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CNIT","China Information Technology, Inc.","1.47","$59.14M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cnit",
"CIFS","China Internet Nationwide Financial Services Inc.","47.82","$1.05B","2017","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/cifs",
"CJJD","China Jo-Jo Drugstores, Inc.","1.45","$36.56M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cjjd",
"CLDC","China Lending Corporation","2.54","$60.35M","2014","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/cldc",
"HTHT","China Lodging Group, Limited","122.11","$8.67B","2010","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/htht",
"CHNR","China Natural Resources, Inc.","2.51","$62.53M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","2.75","$22.85M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/creg",
"CNTF","China TechFaith Wireless Communication Technology Limited","2.41","$25.51M","2005","n/a","n/a","http://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","4.7","$233.72M","n/a","Capital Goods","Containers/Packaging","http://www.nasdaq.com/symbol/cxdc",
"CCIH","ChinaCache International Holdings Ltd.","1.04","$26.61M","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.0315","$12.73M","n/a","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","17.71","$758.18M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CDXC","ChromaDex Corporation","6.24","$335.69M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","28.17","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","26.67","$506.73M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","27.85","$467.88M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","29.2","$330.52M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","30.56","$221.02M","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","223.55","$3.45B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","25.4","$429.61M","2012","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","7.1","$143.69M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cdtx",
"CMCT","CIM Commercial Trust Corporation","19.7","$1.14B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","n/a","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress N.V","118.09","$3.67B","n/a","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","72.65","$11.92B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.49","$52.06M","n/a","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","157.18","$16.71B","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","49.57","$3.16B","1989","Technology","Semiconductors","http://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","37.9","$187.36B","1990","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","26.71","$366.99M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","4.69","$38.71M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.7","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","24.49","$298.74M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","13.33","$78.5M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","23.25","$58.74M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","23.55","$115.27M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","87.05","$13.12B","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","66.87","$1.04B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","21.8","$221.73M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","70.25","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/civbp",
"CLAR","Clarus Corporation","7.65","$229.82M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/clar",
"CDTI","Clean Diesel Technologies, Inc.","1.83","$28.92M","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNE","Clean Energy Fuels Corp.","2.02","$305.19M","2007","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/clne",
"CLNT","Cleantech Solutions International, Inc.","6.02","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CACG","ClearBridge All Cap Growth ETF","27.52","$41.27M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","27.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ylde",
"LRGE","ClearBridge Large Cap Growth ESG ETF","29.14","$2.91M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","12.95","$178.86M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","8.55","$71.94M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","5.94","$150.53M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","4","$62.43M","2012","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CLIRW","ClearSign Combustion Corporation","1.2399","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clirw",
"CMTA","Clementia Pharmaceuticals Inc.","16.68","$529.05M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cmta",
"CBLI","Cleveland BioLabs, Inc.","3.38","$38.13M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CSBK","Clifton Bancorp Inc.","16.79","$370.47M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/csbk",
"CLVS","Clovis Oncology, Inc.","64.14","$3.23B","2011","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clvs",
"CMFN","CM Finance Inc","8.1","$110.89M","2014","n/a","n/a","http://www.nasdaq.com/symbol/cmfn",
"CMSS","CM Seven Star Acquisition Corporation","9.6","$252.7M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cmss",
"CMSSR","CM Seven Star Acquisition Corporation","0.3","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cmssr",
"CMSSU","CM Seven Star Acquisition Corporation","9.99","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cmssu",
"CMSSW","CM Seven Star Acquisition Corporation","0.27","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cmssw",
"CME","CME Group Inc.","150.42","$51.19B","2002","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","27.02","$412.96M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ccne",
"CWAY","Coastway Bancorp, Inc.","21.06","$92.5M","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cway",
"COBZ","CoBiz Financial Inc.","20.1","$848.89M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cobz",
"COKE","Coca-Cola Bottling Co. Consolidated","216.8","$2.02B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"CODA","Coda Octopus Group, Inc.","4.82","$43.97M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","7.55","$365.02M","2010","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","3.4","$41.76M","2017","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","28.5","$253.2M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","4.2","$24.61M","2005","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","46.85","$2.15B","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ccoi",
"CGNT","Cogentix Medical, Inc.","2.91","$177.24M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cgnt",
"COGT","Cogint, Inc.","3.725","$222.3M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cogt",
"CGNX","Cognex Corporation","60.89","$10.54B","1989","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","71.81","$42.34B","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","5.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cwbr",
"COHR","Coherent, Inc.","285.6","$7.09B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cohr",
"CHRS","Coherus BioSciences, Inc.","8.6","$505.01M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/chrs",
"COHU","Cohu, Inc.","21.78","$616.11M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cohu",
"CLCT","Collectors Universe, Inc.","29.07","$259.33M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/clct",
"COLL","Collegium Pharmaceutical, Inc.","17.3","$563.33M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/coll",
"CIGI","Colliers International Group Inc. ","58.85","$2.21B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/cigi",
"CBAN","Colony Bankcorp, Inc.","14.25","$120.26M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cban",
"COLB","Columbia Banking System, Inc.","43.39","$3.17B","1992","Finance","Major Banks","http://www.nasdaq.com/symbol/colb",
"COLM","Columbia Sportswear Company","68.61","$4.79B","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CMCO","Columbus McKinnon Corporation","37.89","$871.41M","1996","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/cmco",
"CMCSA","Comcast Corporation","39.12","$182.84B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/cmcsa",
"CBSH","Commerce Bancshares, Inc.","54.34","$6.09B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbsh",
"CBSHP","Commerce Bancshares, Inc.","26.5825","$2.44B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbshp",
"CUBN","Commerce Union Bancshares, Inc.","24.55","$221.5M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cubn",
"CHUBA","CommerceHub, Inc.","22.96","$994.55M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chuba",
"CHUBK","CommerceHub, Inc.","21.53","$932.61M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chubk",
"CVGI","Commercial Vehicle Group, Inc.","10.56","$323.75M","2004","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/cvgi",
"COMM","CommScope Holding Company, Inc.","38.01","$7.25B","2013","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/comm",
"JCS","Communications Systems, Inc.","3.82","$34.26M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/jcs",
"ESXB","Community Bankers Trust Corporation.","8.5","$187.41M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CFBI","Community First Bancshares, Inc.","12","$90.46M","2017","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbi",
"CYHHZ","Community Health Systems, Inc.","0.0081","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/cyhhz",
"CTBI","Community Trust Bancorp, Inc.","47.25","$835.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ctbi",
"CWBC","Community West Bancshares","10.65","$87.1M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cwbc",
"CVLT","Commvault Systems, Inc.","53.35","$2.46B","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cvlt",
"CGEN","Compugen Ltd.","2.5","$127.83M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CPSI","Computer Programs and Systems, Inc.","28.9","$397.55M","2002","Technology","EDP Services","http://www.nasdaq.com/symbol/cpsi",
"CTG","Computer Task Group, Incorporated","5.01","$77.61M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ctg",
"CHCI","Comstock Holding Companies, Inc.","1.47","$5.25M","2004","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"CMTL","Comtech Telecommunications Corp.","22.05","$520.76M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/cmtl",
"CNAT","Conatus Pharmaceuticals Inc.","4.09","$122.72M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","26.26","$598.01M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cnce",
"CXRX","Concordia International Corp.","0.86","$44.1M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cxrx",
"CCUR","Concurrent Computer Corporation","5.72","$56.59M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/ccur",
"CDOR","Condor Hospitality Trust, Inc.","10","$116.79M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cdor",
"CFMS","ConforMIS, Inc.","2.24","$101.46M","2015","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/cfms",
"CNFR","Conifer Holdings, Inc.","5.8","$49.41M","2015","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/cnfr",
"CNMD","CONMED Corporation","49.97","$1.4B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/cnmd",
"CTWS","Connecticut Water Service, Inc.","60.76","$733.27M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/ctws",
"CNOB","ConnectOne Bancorp, Inc.","26.35","$843.6M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cnob",
"CONN","Conn&#39;s, Inc.","32.5","$1.01B","2003","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/conn",
"CNSL","Consolidated Communications Holdings, Inc.","12.75","$903.16M","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/cnsl",
"CWCO","Consolidated Water Co. Ltd.","12.5","$186.27M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cwco",
"CNAC","Constellation Alpha Capital Corp.","9.77","$181.04M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cnac",
"CNACR","Constellation Alpha Capital Corp.","0.29","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cnacr",
"CNACU","Constellation Alpha Capital Corp.","10.17","$188.45M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cnacu",
"CNACW","Constellation Alpha Capital Corp.","0.22","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/cnacw",
"CPSS","Consumer Portfolio Services, Inc.","4.27","$92.98M","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cpss",
"CFRX","ContraFect Corporation","0.91","$67.03M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cfrx",
"CTRV","ContraVir Pharmaceuticals Inc","0.3451","$27.01M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ctrv",
"CTRL","Control4 Corporation","30.63","$773.91M","2013","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/ctrl",
"CPRT","Copart, Inc.","43.8","$10.13B","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","7.3","$405.66M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","17.27","$1.97B","1982","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"CORE","Core-Mark Holding Company, Inc.","30.7","$1.42B","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"CORI","Corium International, Inc.","11.29","$406.49M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cori",
"CSOD","Cornerstone OnDemand, Inc.","34.68","$2.01B","2011","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/csod",
"CRVL","CorVel Corp.","55.7","$1.05B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/crvl",
"CRVS","Corvus Pharmaceuticals, Inc.","10.24","$215.46M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crvs",
"CSGP","CoStar Group, Inc.","287.8","$10.4B","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/csgp",
"COST","Costco Wholesale Corporation","186.53","$81.51B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/cost",
"CPAH","CounterPath Corporation","2.89","$15.89M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cpah",
"ICBK","County Bancorp, Inc.","32.37","$216.02M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/icbk",
"COUP","Coupa Software Incorporated","33.61","$1.8B","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/coup",
"CVTI","Covenant Transportation Group, Inc.","27.79","$508.29M","1994","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/cvti",
"COWN","Cowen Inc.","13.6","$422.79M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cown",
"COWNL","Cowen Inc.","26.94","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cownl",
"COWNZ","Cowen Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cownz",
"PMTS","CPI Card Group Inc.","0.9","$50.11M","2015","Finance","Finance Companies","http://www.nasdaq.com/symbol/pmts",
"CPSH","CPS Technologies Corp.","1.47","$19.41M","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cpsh",
"CRAI","CRA International,Inc.","43.66","$354.04M","1998","Miscellaneous","Other Consumer Services","http://www.nasdaq.com/symbol/crai",
"CBRL","Cracker Barrel Old Country Store, Inc.","163.14","$3.91B","1981","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/cbrl",
"BREW","Craft Brew Alliance, Inc.","19","$366.63M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew",
"CRAY","Cray Inc","24.4","$986.69M","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/cray",
"CACC","Credit Acceptance Corporation","324.54","$6.27B","1992","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cacc",
"USOI","Credit Suisse AG","25.575","n/a","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/usoi",
"CREE","Cree, Inc.","38.04","$3.73B","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/cree",
"CRESY","Cresud S.A.C.I.F. y A.","20.55","$1.03B","1997","Finance","Real Estate","http://www.nasdaq.com/symbol/cresy",
"CRSP","CRISPR Therapeutics AG","19.05","$781.42M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/crsp",
"CRTO","Criteo S.A.","24.42","$1.61B","2013","Technology","Advertising","http://www.nasdaq.com/symbol/crto",
"CROX","Crocs, Inc.","10.94","$762.17M","2006","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/crox",
